"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"darkgreen",192,165,2,0.0020799406445319,1,6,0.0363636363636364,0.0483870967741935,124,"GO:0005777","CC","peroxisome","A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism."
"darkgreen",192,165,3,0.00227082777732537,1,2,0.0121212121212121,0.285714285714286,7,"GO:0015205","MF","nucleobase transmembrane transporter activity","Enables the transfer of a nucleobase, any nitrogenous base that is a constituent of a nucleoside, nucleotide, or nucleic acidfrom one side of a membrane to the other."
"darkgreen",192,165,4,0.00282926052309266,1,5,0.0303030303030303,0.0549450549450549,91,"GO:0003730","MF","mRNA 3'-UTR binding","Binding to a 3' untranslated region of an mRNA molecule."
"darkgreen",192,165,5,0.00300669050520467,1,2,0.0121212121212121,0.25,8,"GO:0006863","BP","purine nucleobase transport","The directed movement of purine bases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"darkgreen",192,165,6,0.00342118466007577,1,6,0.0363636363636364,0.0437956204379562,137,"GO:0043488","BP","regulation of mRNA stability","Any process that modulates the propensity of mRNA molecules to degradation. Includes processes that both stabilize and destabilize mRNAs."
"darkgreen",192,165,7,0.00383885362391052,1,2,0.0121212121212121,0.222222222222222,9,"GO:0015851","BP","nucleobase transport","The directed movement of a nucleobase, any nitrogenous base that is a constituent of a nucleoside, nucleotide, or nucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"darkgreen",192,165,8,0.00420330359782566,1,9,0.0545454545454545,0.0306122448979592,294,"GO:0003729","MF","mRNA binding","Binding to messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns."
"darkgreen",192,165,9,0.00476521491876431,1,2,0.0121212121212121,0.2,10,"GO:0070938","CC","contractile ring","A cytoskeletal structure composed of filamentous protein that forms beneath the membrane of many cells or organelles, in the plane of cell or organelle division. Ring contraction is associated with centripetal growth of the membrane that divides the cytoplasm of the two daughter cells or organelles."
"darkgreen",192,165,10,0.00578370548304514,1,2,0.0121212121212121,0.181818181818182,11,"GO:0008331","MF","high voltage-gated calcium channel activity","Enables the transmembrane transfer of a calcium ion by a high voltage-gated channel. A high voltage-gated channel is a channel whose open state is dependent on high voltage across the membrane in which it is embedded."
"darkgrey",74,70,1,1.11560958280815e-08,0.000207994250618752,7,0.1,0.112903225806452,62,"GO:0019646","BP","aerobic electron transport chain","A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient."
"darkgrey",74,70,2,1.17780108680835e-08,0.00021958923462455,8,0.114285714285714,0.0824742268041237,97,"GO:0006119","BP","oxidative phosphorylation","The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."
"darkgrey",74,70,3,1.47903255199458e-08,0.00027575082899387,9,0.128571428571429,0.0629370629370629,143,"GO:0009060","BP","aerobic respiration","The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor."
"darkgrey",74,70,4,1.75568972819611e-08,0.000327330792924883,8,0.114285714285714,0.0784313725490196,102,"GO:0098800","CC","inner mitochondrial membrane protein complex","Any protein complex that is part of the inner mitochondrial membrane."
"darkgrey",74,70,5,2.37853246104016e-08,0.000443453592036328,13,0.185714285714286,0.0323383084577114,402,"GO:0005743","CC","mitochondrial inner membrane","The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"darkgrey",74,70,6,2.38727822503046e-08,0.000445084152274679,7,0.1,0.101449275362319,69,"GO:0042773","BP","ATP synthesis coupled electron transport","The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP."
"darkgrey",74,70,7,2.38727822503046e-08,0.000445084152274679,7,0.1,0.101449275362319,69,"GO:0042775","BP","mitochondrial ATP synthesis coupled electron transport","The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane."
"darkgrey",74,70,8,2.92181038888072e-08,0.000544742328902921,7,0.1,0.0985915492957746,71,"GO:0005746","CC","mitochondrial respirasome","The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"darkgrey",74,70,9,5.66172616943426e-08,0.00105557222702932,7,0.1,0.0897435897435897,78,"GO:0070469","CC","respirasome","The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"darkgrey",74,70,10,9.87497855074012e-08,0.00184109100099999,13,0.185714285714286,0.0286343612334802,454,"GO:0019866","CC","organelle inner membrane","The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."
"darkmagenta",62,55,1,0.00018270146989553,1,2,0.0363636363636364,0.333333333333333,6,"GO:0097272","BP","ammonium homeostasis","Any biological process involved in the maintenance of an internal steady state of ammonium."
"darkmagenta",62,55,2,0.000400625168513155,1,7,0.127272727272727,0.0181347150259067,386,"GO:0005216","MF","ion channel activity","Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."
"darkmagenta",62,55,3,0.000543143889713593,1,2,0.0363636363636364,0.2,10,"GO:0021610","BP","facial nerve morphogenesis","The process in which the anatomical structure of the facial nerve is generated and organized. This sensory and motor nerve supplies the muscles of facial expression and the expression and taste at the anterior two-thirds of the tongue. The principal branches are the superficial opthalmic, buccal, palatine and hyomandibular. The main trunk synapses within pterygopalatine ganglion in the parotid gland and this ganglion then gives of nerve branches which supply the lacrimal gland and the mucous secreting glands of the nasal and oral cavities."
"darkmagenta",62,55,4,0.000621443183333018,1,6,0.109090909090909,0.0201342281879195,298,"GO:0005261","MF","cation channel activity","Enables the energy-independent passage of cations across a lipid bilayer down a concentration gradient."
"darkmagenta",62,55,5,0.000688126529537096,1,3,0.0545454545454545,0.0612244897959184,49,"GO:0021545","BP","cranial nerve development","The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions."
"darkmagenta",62,55,6,0.000690976059400679,1,7,0.127272727272727,0.016548463356974,423,"GO:0015267","MF","channel activity","Enables the energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel. Stereospecificity is not exhibited but this transport may be specific for a particular molecular species or class of molecules."
"darkmagenta",62,55,7,0.000690976059400679,1,7,0.127272727272727,0.016548463356974,423,"GO:0022803","MF","passive transmembrane transporter activity","Enables the transfer of a single solute from one side of a membrane to the other by a mechanism involving conformational change, either by facilitated diffusion or in a membrane potential dependent process if the solute is charged."
"darkmagenta",62,55,8,0.00161562538390177,1,2,0.0363636363636364,0.117647058823529,17,"GO:0048486","BP","parasympathetic nervous system development","The process whose specific outcome is the progression of the parasympathetic nervous system over time, from its formation to the mature structure. The parasympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system. Parasympathetic nerves emerge cranially as pre ganglionic fibers from oculomotor, facial, glossopharyngeal and vagus and from the sacral region of the spinal cord. Most neurons are cholinergic and responses are mediated by muscarinic receptors. The parasympathetic system innervates, for example: salivary glands, thoracic and abdominal viscera, bladder and genitalia."
